City,Customer type,Gender,Product line,Quantity,Sales,Payment,Rating
Naypyitaw,Normal,Male,Electronic accessories,8,603.876,Ewallet,5.5
Naypyitaw,Normal,Female,Health and beauty,5,57.6975,Credit card,9.3
Naypyitaw,Member,Male,Health and beauty,3,190.4805,Credit card,5.6
Yangon,Normal,Male,Sports and travel,7,432.9885,Ewallet,9.7
Yangon,Normal,Male,Fashion accessories,1,48.7305,Credit card,4
Naypyitaw,Member,Male,Health and beauty,4,287.91,Credit card,9.2
Mandalay,Normal,Female,Home and lifestyle,10,1022.385,Credit card,4.9
Yangon,Member,Male,Electronic accessories,7,680.61,Credit card,9.3
Yangon,Normal,Female,Electronic accessories,2,97.881,Credit card,6.6
Mandalay,Normal,Male,Fashion accessories,2,57.078,Ewallet,4.3
Naypyitaw,Member,Female,Home and lifestyle,1,63.9135,Cash,5.5
Yangon,Member,Female,Sports and travel,10,257.145,Cash,8.1
Mandalay,Normal,Male,Health and beauty,1,97.419,Credit card,9.8
Naypyitaw,Member,Male,Home and lifestyle,5,455.1225,Ewallet,9.4
Mandalay,Normal,Male,Sports and travel,6,144.963,Ewallet,7.9
Naypyitaw,Member,Female,Electronic accessories,8,253.68,Ewallet,5.1
Naypyitaw,Member,Male,Fashion accessories,7,495.3165,Ewallet,6.9
Yangon,Member,Female,Fashion accessories,9,462.672,Cash,8
Mandalay,Member,Female,Electronic accessories,9,714.3255,Cash,8
Yangon,Normal,Female,Home and lifestyle,4,325.374,Cash,4.2
Yangon,Normal,Female,Sports and travel,2,195.678,Credit card,8.5
Yangon,Normal,Female,Electronic accessories,4,210.966,Cash,9
Mandalay,Normal,Female,Health and beauty,1,18.6375,Cash,8.6
Naypyitaw,Normal,Female,Fashion accessories,10,652.89,Ewallet,6
Mandalay,Normal,Male,Health and beauty,8,90.3,Ewallet,6.2
Yangon,Normal,Female,Electronic accessories,10,422.73,Credit card,5
Naypyitaw,Member,Female,Sports and travel,5,341.0925,Credit card,6.5
Yangon,Normal,Male,Electronic accessories,1,99.9075,Cash,6
Yangon,Member,Female,Electronic accessories,8,408.408,Cash,5
Mandalay,Normal,Female,Food and beverages,8,446.964,Ewallet,5
Naypyitaw,Normal,Female,Fashion accessories,7,333.984,Cash,9.2
Yangon,Normal,Male,Food and beverages,8,284.592,Ewallet,9.6
Mandalay,Member,Male,Health and beauty,4,403.872,Credit card,8.4
Mandalay,Member,Male,Food and beverages,5,247.59,Credit card,6
Mandalay,Normal,Male,Electronic accessories,4,222.138,Ewallet,6.7
Yangon,Member,Female,Home and lifestyle,2,100.128,Credit card,4.1
Naypyitaw,Member,Male,Sports and travel,1,10.6785,Cash,5.9
Yangon,Normal,Female,Health and beauty,3,216.4365,Cash,8.7
Mandalay,Member,Female,Sports and travel,7,441.588,Credit card,4.5
Yangon,Member,Female,Sports and travel,4,92.442,Credit card,6.6
Mandalay,Member,Female,Health and beauty,9,681.4395,Credit card,7.7
Yangon,Member,Male,Fashion accessories,3,130.032,Credit card,8.5
Naypyitaw,Normal,Male,Electronic accessories,10,681.975,Cash,5.2
Yangon,Member,Female,Electronic accessories,10,779.31,Credit card,4.3
Yangon,Normal,Male,Electronic accessories,8,88.704,Cash,7.6
Mandalay,Normal,Male,Health and beauty,4,262.794,Cash,9.5
Mandalay,Member,Female,Sports and travel,8,99.54,Cash,4.1
Yangon,Member,Male,Health and beauty,1,95.865,Ewallet,9.2
Mandalay,Member,Female,Home and lifestyle,7,299.3655,Ewallet,5.4
Yangon,Normal,Male,Fashion accessories,1,54.999,Cash,5.8
Yangon,Member,Male,Fashion accessories,5,202.335,Ewallet,5.6
Mandalay,Normal,Male,Sports and travel,6,281.169,Credit card,5.1
Naypyitaw,Normal,Male,Electronic accessories,10,586.635,Cash,5.8
Naypyitaw,Member,Female,Sports and travel,6,184.086,Ewallet,5
Yangon,Normal,Male,Fashion accessories,3,163.611,Cash,7.9
Mandalay,Normal,Male,Electronic accessories,1,63.315,Cash,6
Yangon,Member,Female,Sports and travel,2,82.887,Credit card,5
Naypyitaw,Member,Female,Food and beverages,2,31.227,Credit card,8.9
Yangon,Normal,Male,Fashion accessories,1,22.386,Cash,5.9
Yangon,Member,Male,Electronic accessories,3,295.407,Credit card,5.9
Yangon,Member,Male,Electronic accessories,1,76.923,Ewallet,9.7
Naypyitaw,Normal,Female,Sports and travel,1,23.499,Credit card,8.6
Naypyitaw,Member,Female,Food and beverages,9,688.716,Cash,4
Yangon,Normal,Female,Fashion accessories,6,624.33,Cash,4.2
Yangon,Normal,Male,Fashion accessories,1,77.805,Cash,9.2
Yangon,Normal,Female,Fashion accessories,2,206.808,Ewallet,9.2
Naypyitaw,Normal,Male,Health and beauty,7,390.9465,Ewallet,5
Mandalay,Normal,Female,Electronic accessories,10,554.295,Ewallet,10
Yangon,Member,Female,Health and beauty,5,503.7375,Ewallet,8.8
Mandalay,Normal,Female,Fashion accessories,9,345.0195,Cash,4.2
Mandalay,Normal,Male,Food and beverages,8,177.408,Cash,6.3
Yangon,Member,Female,Home and lifestyle,4,118.902,Cash,8.2
Mandalay,Normal,Male,Health and beauty,6,362.817,Cash,5.1
Yangon,Member,Female,Food and beverages,9,450.1035,Cash,5
Naypyitaw,Member,Female,Home and lifestyle,1,90.5835,Ewallet,7
Yangon,Member,Male,Sports and travel,2,26.796,Ewallet,7.8
Mandalay,Normal,Female,Home and lifestyle,9,106.596,Credit card,4.3
Mandalay,Normal,Female,Home and lifestyle,7,375.3645,Cash,7
Yangon,Member,Female,Electronic accessories,3,250.7085,Cash,6.6
Naypyitaw,Member,Male,Health and beauty,3,106.5015,Ewallet,7.3
Mandalay,Member,Male,Sports and travel,8,760.452,Credit card,6.5
Naypyitaw,Member,Female,Health and beauty,2,131.922,Ewallet,4.9
Naypyitaw,Member,Male,Food and beverages,3,76.5765,Credit card,4.3
Yangon,Normal,Male,Sports and travel,4,271.278,Ewallet,9.3
Yangon,Member,Male,Food and beverages,7,182.427,Credit card,7.1
Naypyitaw,Normal,Male,Fashion accessories,1,59.325,Ewallet,9.6
Mandalay,Member,Female,Electronic accessories,10,225.015,Cash,6.2
Yangon,Member,Male,Sports and travel,6,561.078,Cash,9.9
Yangon,Member,Male,Home and lifestyle,4,97.818,Credit card,5.9
Naypyitaw,Normal,Male,Home and lifestyle,8,548.184,Ewallet,6.3
Naypyitaw,Member,Male,Fashion accessories,1,54.9675,Cash,4
Mandalay,Member,Male,Electronic accessories,1,41.7375,Cash,6.1
Yangon,Normal,Female,Electronic accessories,8,756.168,Credit card,4.5
Mandalay,Member,Female,Electronic accessories,8,101.64,Ewallet,8.6
Mandalay,Member,Female,Food and beverages,10,348.705,Ewallet,6
Naypyitaw,Member,Female,Fashion accessories,8,85.512,Credit card,9.5
Mandalay,Member,Male,Sports and travel,10,335.895,Credit card,9.9
Yangon,Member,Female,Home and lifestyle,6,216.846,Ewallet,7.5
Yangon,Member,Female,Food and beverages,2,175.014,Cash,7.6
Yangon,Normal,Male,Sports and travel,7,335.013,Cash,5
Yangon,Member,Male,Food and beverages,1,92.295,Ewallet,6.7
Yangon,Member,Female,Electronic accessories,10,771.435,Ewallet,9.5
Naypyitaw,Normal,Female,Fashion accessories,8,102.396,Ewallet,6.8
Yangon,Member,Male,Sports and travel,10,807.66,Ewallet,5.6
Naypyitaw,Normal,Female,Health and beauty,5,439.215,Cash,7.2
Mandalay,Normal,Female,Electronic accessories,8,486.444,Cash,8.1
Naypyitaw,Member,Female,Fashion accessories,5,485.5725,Credit card,8.6
Mandalay,Normal,Male,Electronic accessories,5,148.995,Cash,9.4
Mandalay,Member,Male,Electronic accessories,6,317.835,Credit card,8.9
Mandalay,Normal,Male,Health and beauty,8,832.944,Credit card,4.2
Naypyitaw,Normal,Male,Fashion accessories,7,446.439,Ewallet,5
Naypyitaw,Member,Female,Food and beverages,6,297.801,Cash,8.8
Naypyitaw,Member,Male,Health and beauty,7,629.16,Cash,5.3
Yangon,Member,Male,Food and beverages,9,331.128,Ewallet,4.6
Naypyitaw,Member,Female,Electronic accessories,9,423.738,Credit card,7.5
Mandalay,Normal,Male,Home and lifestyle,4,193.074,Ewallet,5.1
Yangon,Member,Female,Health and beauty,5,145.5825,Credit card,4.2
Yangon,Normal,Male,Food and beverages,7,84.7455,Cash,8.1
Naypyitaw,Normal,Female,Health and beauty,2,122.472,Ewallet,6
Naypyitaw,Member,Female,Home and lifestyle,4,329.196,Cash,7.9
Naypyitaw,Normal,Male,Health and beauty,10,888.405,Credit card,8.8
Mandalay,Normal,Female,Health and beauty,5,435.12,Credit card,6.6
Yangon,Member,Female,Food and beverages,2,167.034,Ewallet,6.2
Mandalay,Normal,Female,Home and lifestyle,10,514.605,Credit card,4.2
Mandalay,Member,Female,Food and beverages,3,91.8225,Credit card,7.3
Naypyitaw,Normal,Female,Electronic accessories,4,235.746,Ewallet,8.6
Yangon,Normal,Female,Home and lifestyle,8,782.208,Cash,6.8
Yangon,Member,Male,Fashion accessories,8,431.256,Ewallet,7.6
Yangon,Member,Female,Food and beverages,3,313.74,Cash,5.8
Naypyitaw,Normal,Female,Electronic accessories,6,223.587,Cash,4.1
Naypyitaw,Member,Male,Sports and travel,1,44.9925,Credit card,9.3
Yangon,Normal,Female,Fashion accessories,4,397.614,Cash,6.8
Mandalay,Normal,Male,Home and lifestyle,3,217.2555,Ewallet,8.7
Mandalay,Member,Female,Electronic accessories,3,82.719,Ewallet,6.3
Naypyitaw,Member,Female,Home and lifestyle,9,338.2155,Credit card,5.1
Mandalay,Normal,Female,Home and lifestyle,6,103.131,Cash,7
Naypyitaw,Member,Female,Home and lifestyle,2,26.733,Credit card,5.2
Naypyitaw,Normal,Female,Sports and travel,7,611.079,Credit card,6.6
Naypyitaw,Member,Female,Sports and travel,6,221.886,Ewallet,6.5
Mandalay,Normal,Female,Electronic accessories,4,57.876,Ewallet,9
Mandalay,Member,Male,Sports and travel,1,92.7255,Credit card,5.2
Yangon,Member,Female,Health and beauty,9,374.409,Credit card,6.8
Mandalay,Normal,Female,Electronic accessories,9,833.9625,Credit card,7.6
Mandalay,Normal,Male,Sports and travel,2,53.151,Ewallet,7.2
Mandalay,Normal,Male,Home and lifestyle,6,629.496,Ewallet,7.1
Naypyitaw,Member,Female,Fashion accessories,2,175.035,Credit card,9.5
Yangon,Normal,Female,Food and beverages,10,781.62,Ewallet,5.1
Naypyitaw,Normal,Male,Health and beauty,7,470.988,Ewallet,7.6
Mandalay,Normal,Female,Home and lifestyle,6,397.845,Ewallet,9.8
Naypyitaw,Member,Male,Home and lifestyle,3,270.018,Ewallet,5.1
Naypyitaw,Normal,Female,Health and beauty,7,579.8415,Ewallet,7.5
Yangon,Normal,Female,Sports and travel,5,469.77,Cash,7.4
Yangon,Member,Female,Health and beauty,3,290.0835,Cash,4.2
Naypyitaw,Normal,Female,Food and beverages,6,360.927,Ewallet,5.9
Yangon,Normal,Male,Food and beverages,4,279.384,Ewallet,6.9
Naypyitaw,Member,Male,Fashion accessories,9,943.299,Cash,6.6
Yangon,Normal,Female,Home and lifestyle,10,479.64,Ewallet,5.7
Yangon,Normal,Male,Health and beauty,5,266.6475,Credit card,5.3
Yangon,Member,Male,Health and beauty,7,74.088,Cash,4.2
Yangon,Normal,Female,Electronic accessories,7,690.018,Credit card,7.3
Naypyitaw,Member,Male,Electronic accessories,2,176.925,Credit card,5.3
Mandalay,Member,Male,Fashion accessories,1,56.469,Ewallet,4.7
Naypyitaw,Member,Male,Home and lifestyle,5,188.0025,Ewallet,7.9
Mandalay,Normal,Female,Food and beverages,8,222.012,Ewallet,8.9
Mandalay,Member,Male,Health and beauty,3,125.7165,Ewallet,9.3
Mandalay,Member,Female,Home and lifestyle,3,68.985,Ewallet,4.7
Mandalay,Member,Female,Food and beverages,4,263.97,Ewallet,8.7
Naypyitaw,Member,Female,Food and beverages,4,88.368,Cash,7.6
Mandalay,Member,Male,Home and lifestyle,6,415.233,Cash,5.7
Yangon,Normal,Female,Fashion accessories,7,312.8895,Cash,6.8
Naypyitaw,Member,Male,Food and beverages,9,477.1305,Cash,5.4
Mandalay,Normal,Male,Electronic accessories,6,289.926,Cash,7.1
Naypyitaw,Normal,Female,Home and lifestyle,10,165.9,Cash,7.8
Yangon,Member,Female,Food and beverages,9,932.337,Cash,8.4
Naypyitaw,Member,Male,Fashion accessories,1,96.579,Cash,9.8
Yangon,Member,Male,Electronic accessories,2,43.869,Cash,9.8
Yangon,Normal,Female,Fashion accessories,1,16.275,Credit card,7.4
Naypyitaw,Member,Male,Electronic accessories,3,304.983,Cash,6.7
Mandalay,Normal,Male,Food and beverages,2,69.993,Credit card,6.4
Mandalay,Normal,Female,Electronic accessories,2,80.367,Credit card,5.8
Yangon,Normal,Female,Home and lifestyle,9,314.685,Ewallet,7.2
Yangon,Member,Male,Home and lifestyle,3,255.1815,Credit card,9.3
Yangon,Normal,Female,Health and beauty,3,49.77,Cash,9.5
Mandalay,Member,Female,Electronic accessories,5,181.0725,Credit card,9
Mandalay,Member,Female,Food and beverages,10,888.615,Credit card,9
Mandalay,Member,Male,Home and lifestyle,7,271.2885,Ewallet,6.7
Mandalay,Normal,Male,Electronic accessories,7,640.038,Cash,5.5
Yangon,Normal,Male,Home and lifestyle,3,252.252,Cash,5.4
Naypyitaw,Normal,Male,Fashion accessories,2,180.873,Cash,8.2
Mandalay,Member,Male,Fashion accessories,2,104.832,Credit card,7
Yangon,Normal,Female,Food and beverages,4,313.572,Cash,8.5
Mandalay,Member,Male,Food and beverages,6,167.58,Ewallet,4.9
Mandalay,Normal,Female,Electronic accessories,1,26.7225,Credit card,5.1
Mandalay,Normal,Female,Food and beverages,1,71.1585,Credit card,6.5
Naypyitaw,Member,Male,Food and beverages,4,250.278,Cash,9.8
Yangon,Normal,Male,Health and beauty,4,244.23,Cash,8.4
Yangon,Member,Female,Sports and travel,9,921.186,Ewallet,7.4
Naypyitaw,Normal,Male,Health and beauty,7,734.706,Cash,6.1
Naypyitaw,Normal,Male,Electronic accessories,7,708.3195,Cash,6
Mandalay,Normal,Female,Fashion accessories,5,334.4775,Ewallet,8.5
Mandalay,Normal,Female,Health and beauty,2,30.996,Ewallet,4.3
Mandalay,Member,Male,Health and beauty,8,520.8,Credit card,6.2
Naypyitaw,Member,Male,Electronic accessories,10,864.57,Ewallet,4.3
Mandalay,Member,Male,Health and beauty,8,633.108,Credit card,8.4
Yangon,Normal,Female,Food and beverages,5,296.94,Credit card,4.5
Mandalay,Normal,Female,Sports and travel,10,804.3,Ewallet,6
Yangon,Normal,Male,Electronic accessories,2,121.863,Ewallet,8.8
Mandalay,Normal,Male,Fashion accessories,10,183.645,Ewallet,6.6
Naypyitaw,Member,Female,Electronic accessories,1,63.9975,Ewallet,5.9
Naypyitaw,Normal,Male,Health and beauty,1,42.3675,Ewallet,6.2
Mandalay,Normal,Female,Home and lifestyle,10,1022.49,Ewallet,4.4
Yangon,Member,Male,Food and beverages,1,33.432,Cash,7.7
Yangon,Normal,Male,Home and lifestyle,1,69.111,Cash,4.1
Yangon,Member,Female,Fashion accessories,7,649.299,Cash,6.6
